,date,tweet,cleaning_the_tweets,len,Textblob,Vader
137,2019-07-15 23:51:12,"RT @royaltheataylor: I just remembered that within the next week we are losing Soundsational, Thor, Loki, Natasha, Clint AND the Red Car Ne",royaltheataylor remembered within next week losing soundsational thor loki natasha clint red car ne,99,0,-1
138,2019-07-15 23:51:13,RT @widowwasp: straights say gay people try make everything gay but carol and thor interacted for 5 seconds in a trailer and suddenly they,widowwasp straights say gay people try make everything gay carol thor interacted se nds trailer suddenly,104,1,0
139,2019-07-15 23:51:14,RT @widowwasp: straights say gay people try make everything gay but carol and thor interacted for 5 seconds in a trailer and suddenly they,widowwasp straights say gay people try make everything gay carol thor interacted se nds trailer suddenly,104,1,0
140,2019-07-15 23:51:15,"movie questions 

 1. Avengers Endgame
 2. Avengers Infinity War
 3. Captain Marvel
 4. Miracle in cell no 7
 5. A https://t.co/peIY3P6dzz",movie questions avengers endgame avengers infinity war captain marvel miracle cell peiy p dzz,93,0,1
141,2019-07-15 23:51:15,"RT @WoodenPlankST: MysteriOS

#SpiderManFarFromHome #spiderman #marvel #marvelstudios #mcu https://t.co/9mxBVxaqPI",woodenplankst mysterios spidermanfarfromhome spiderman marvel marvelstudios mcu mxbvxaqpi,89,0,1
142,2019-07-15 23:51:17,"RT @NYCj360: Why is iron man like this?
#boxisbroken #mvci #inf_smr #mvci_iro #endgame #iamironman #ironman https://t.co/DuhgQaLHTI",nycj iron man like boxisbroken mvci inf smr mvci iro endgame iamironman ironman duhgqalhti,90,0,1
143,2019-07-15 23:51:17,RT @movieweb: 'Spider-Man 3' to Introduce Kraven with a Big Black Panther Twist?  https://t.co/NtRoFfZd7O,movieweb spider man introduce kraven big black panther twist ntroffzd,69,-1,0
144,2019-07-15 23:51:19,content,ntent,5,0,0
145,2019-07-15 23:51:20,RT @ProZD: i wish i could pluck tom holland spider-man and his friends out of all the messy avengers continuity and plop them in their own,prozd wish uld pluck tom holland spider man friends messy avengers ntinuity plop,80,-1,1
146,2019-07-15 23:51:20,RT @ComicBook: All eyes are on Marvel Studios Saturday at #SDCC. From Black Widow and Eternals to Fantastic Four and sequels... What do we,comicbook eyes marvel studios saturday sdcc black widow eternals fantastic four sequels,87,1,1
147,2019-07-15 23:51:22,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
148,2019-07-15 23:51:22,"RT @whitewolfbxrnes: i hate stan twitter. bitches be like i love the best mcu movie f*ck you, which one. https://t.co/CUFQaPrpUy",whitewolfbxrnes hate stan twitter bitches like love best mcu movie f ck one cufqaprpuy,86,1,1
149,2019-07-15 23:51:23,@TomHolland1996 How many Avengers does it take to change a light bulb?,tomholland many avengers take change light bulb,47,1,0
150,2019-07-15 23:51:24,RT @flkrofhemsworth: if Liam Payne says he wants a new movie instead of Endgame then you make a new one https://t.co/7rA7se1B56,flkrofhemswo h liam payne says wants new movie instead endgame make new one ra se b,83,1,0
151,2019-07-15 23:51:24,"RT @FearsomeCritter: I love this because this is Emrakul, The Promised End from #MagicTheGathering and his deal is that he takes control of",fearsomecritter love emrakul promised end magicthegathering deal takes ntrol,76,1,1
152,2019-07-15 23:51:25,Now I'm not saying that I have an ideal version of the MCU in my head... but if I did https://t.co/GrL8IK85dn,saying ideal version mcu head grl ik dn,39,1,1
153,2019-07-15 23:51:26,RT @Avengers: Marvel Studios and #AvengersEndgame directors Anthony and Joe Russo have teamed up to launch the #WeLoveYou3000 Tour! As a th,avengers marvel studios avengersendgame directors anthony joe russo teamed launch weloveyou tour th,99,0,1
154,2019-07-15 23:51:29,"RT @ProtagonistPods: Not gonna lie, been waiting for this one! Would love to know how the god of thunder got into soccer... https://t.co/au",protagonistpods gonna lie waiting one would love know god thunder got soccer au,79,1,1
155,2019-07-15 23:51:32,"RT @Avengers: He is Iron Man, from the beginning to the end. #AvengersEndgame https://t.co/uegMrTw8CG",avengers iron man beginning end avengersendgame uegmrtw cg,58,0,0
156,2019-07-15 23:51:33,"RT @celestialthor: locals who didnt watch the ant man movies are missing out on the badass that is hope van dyne, please stop sleeping on o",celestialthor locals didnt watch ant man movies missing badass hope van dyne please stop sleeping,97,-1,1
157,2019-07-15 23:51:34,RT @widowwasp: straights say gay people try make everything gay but carol and thor interacted for 5 seconds in a trailer and suddenly they,widowwasp straights say gay people try make everything gay carol thor interacted se nds trailer suddenly,104,1,0
158,2019-07-15 23:51:34,I'm partial to Korg's pre-fight pep talk with Thor in Ragnarok. It's a wonderful blend of heart and humor from https://t.co/qw9KnGtftf,pa ial korg pre fight pep talk thor ragnarok wonderful blend hea humor qw kngtftf,81,1,1
159,2019-07-15 23:51:36,RT @MemesCentraI: Avengers got it all wrong https://t.co/rmt20DybBB,memescentrai avengers got wrong rmt dybbb,41,-1,-1
160,2019-07-15 23:51:36,I am so ashamed,ashamed,7,0,-1
161,2019-07-15 23:51:36,"RT @celestialthor: locals who didnt watch the ant man movies are missing out on the badass that is hope van dyne, please stop sleeping on o",celestialthor locals didnt watch ant man movies missing badass hope van dyne please stop sleeping,97,-1,1
162,2019-07-15 23:51:36,i finally got the endgame iron man funko pop and i just stared at it for five minutes then had a mental breakdown b https://t.co/1DftEDVUQv,finally got endgame iron man funko pop stared five minutes mental breakdown b dftedvuqv,87,-1,0
163,2019-07-15 23:51:37,RT @gwynethpa1trow: rt if u agree that mcu ROBBED PEPPER AND HOPE INTERACTIONS from us https://t.co/ivFJGywlKz,gwynethpa trow u agree mcu robbed pepper hope interactions us ivfjgywlkz,72,0,1
164,2019-07-15 23:51:39,@Fuhhhh_Q @Jay_aka_Jordan @MrNiceGuy18_58 @Wentzwagon22 @bowtieZRcool88 @CaptMarvelNews @letstalkcarol @AKARELK https://t.co/vHFlPJNxJn,fuhhhh q jay aka jordan mrniceguy wentzwagon bowtiezr ol captmarvelnews letstalkcarol akarelk vhflpjnxjn,104,0,0
165,2019-07-15 23:51:39,"RT @ryandaly01: Question:
The MCU is planning its first X-MEN movie. Of all the mutants in Marvels stable, you can choose the mentor and f",ryandaly question mcu planning first x men movie mutants marvels stable choose mentor f,87,1,1
166,2019-07-15 23:51:40,It's not Marvel Cinematic Universe actors debuting in those movies being in other films. It's more like being MCU c https://t.co/1jWknGOn3B,marvel cinematic universe actors debuting movies films like mcu c jwkngon b,75,0,1
167,2019-07-15 23:51:40,"RT @buckyhades: steve's the only one of the big three who doesnt have a rock song theme , his final movie is an avengers 2.5 , his family i",buckyhades steve one big three doesnt rock song theme final movie avengers family,81,0,0
168,2019-07-15 23:51:41,"RT @theblaze: .@GlennBeck sits down with #1 New York Times bestselling author or, ""the Master of Thrillers"", @BradThor.

Listen now on iTun",theblaze glennbeck sits new york times bestselling author master thrillers bradthor listen itun,95,1,0
169,2019-07-15 23:51:42,RT @califira: tom came up with the idea of recreating this scene and went back to watch iron man 1 to learn roberts movements. if this doe,califira tom came idea recreating scene went back watch iron man learn robe movements doe,89,0,0
170,2019-07-15 23:51:44,RT @MemesCentraI: Avengers got it all wrong https://t.co/rmt20DybBB,memescentrai avengers got wrong rmt dybbb,41,-1,-1
171,2019-07-15 23:51:44,THIS IS THE CONTENT I DESERVE,content deserve,15,0,0
172,2019-07-15 23:51:45,RT @LiamPayne: @MarkRuffalo @TomHolland1996 Filming avengers newgame,liampayne markruffalo tomholland filming avengers newgame,57,0,0
173,2019-07-15 23:51:47,Ive been wearing the same Thor shirt for two and half weeks straight by choice,ive wearing thor shi two half weeks straight choice,51,1,1
174,2019-07-15 23:51:49,"RT @buckyhades: steve's the only one of the big three who doesnt have a rock song theme , his final movie is an avengers 2.5 , his family i",buckyhades steve one big three doesnt rock song theme final movie avengers family,81,0,0
175,2019-07-15 23:51:49,@tbrandsports101 Hopefully this is just one chip in a deGrom deal. I think San Diego will land Thor unless they kee https://t.co/2UirRAAjNU,tbrandspo hopefully one chip degrom deal think san diego land thor unless kee uirraajnu,87,0,1
176,2019-07-15 23:51:50,"@MattTheGweat @akell08288 I liked the Thanos movies and Spiderverse, but I do think Fury Road is perfection. I also https://t.co/aqJKmPZ4xf",mattthegweat akell liked thanos movies spiderverse think fury road perfection also aqjkmpz xf,93,1,1
177,2019-07-15 23:51:51,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
178,2019-07-15 23:51:51,@Kapppzr @Harperlarp @KikiGaming_TTV Iron man Jax!! Lol https://t.co/HJHj2bSZjn,kapppzr harperlarp kikigaming ttv iron man jax lol hjhj bszjn,61,1,1
179,2019-07-15 23:51:52,"Hey @RobertDowneyJr is this the detergent you use?
#RobertDowneyJr #marvel #tonystark #Avengers #AvengersEngame https://t.co/ck9IdX9e6v",hey robe downeyjr detergent use robe downeyjr marvel tonystark avengers avengersengame ck idx e v,97,0,1
180,2019-07-15 23:51:54,RT @starksyndrome: scott lang listening to thor talk about the reality stone https://t.co/n3cTmu6Ahv,starksyndrome tt lang listening thor talk reality stone n ctmu ahv,66,0,0
181,2019-07-15 23:51:54,"Well, your queen looks forward to whatever the Almighty Thor, God Daddy supreme has to give her tonight. https://t.co/fj8tPdpxZv",well queen looks forward whatever almighty thor god daddy supreme give tonight fj tpdpxzv,89,0,1
182,2019-07-15 23:51:55,"RT @starklordx: I added Avengers theme to Brock Lesnar cash in. A theme fit for a true hero, our lord and savior Brock. https://t.co/pgTIWB",starklordx added avengers theme brock lesnar cash theme fit true hero lord savior brock pgtiwb,94,1,1
183,2019-07-15 23:51:58,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
184,2019-07-15 23:51:58,@zZToastie Shit if they ever introduce Iron Heart I will just assume they ran out of good ideas and characters and https://t.co/BSwpQmwFI0,zztoastie shit ever introduce iron hea assume ran good ideas characters bswpqmwfi,81,1,-1
185,2019-07-15 23:52:01,"i didnt want to be associate by tony stark/iron man, now.",didnt want associate tony stark iron man,40,-1,-1
186,2019-07-15 23:52:03,@t0nywho @potam1304 Leemao... we bought this car (toks) in 2008 when even Iron man's suit was made of ordinary meta https://t.co/utX65FSofS,nywho potam leemao bought car toks even iron man suit made ordinary meta utx fsofs,82,-1,0
187,2019-07-15 23:52:03,please let emily blunt into the mcu please god please,please let emily blunt mcu please god please,44,0,1
188,2019-07-15 23:52:04,That Time Avengers: Endgame's Cassie Lang Got In Trouble By Marvel Security https://t.co/HBReYnY2gq,time avengers endgame cassie lang got trouble marvel security hbreyny gq,72,-1,1
189,2019-07-15 23:52:06,RT @MCU_Direct: Expect to see a much more independent Peter Parker / Spider-Man in the MCU going forward... https://t.co/x6zyRNRWkh https:/,mcu direct expect see much independent peter parker spider man mcu going forward x zyrnrwkh,91,1,0
190,2019-07-15 23:52:04,RT @77MCU: We Love You 3000 Tour #AvengersEndgame https://t.co/e8enNqTjg7,mcu love tour avengersendgame e ennqtjg,39,1,1
191,2019-07-15 23:52:07,"RT @quakefalcon: captain america is now a black man. the smartest person in the mcu is shuri, a black girl. the leader of new asgard is bru",quakefal n captain america black man sma est person mcu shuri black girl leader new asgard bru,94,-1,0
192,2019-07-15 23:52:08,"RT @starklordx: I added Avengers theme to Brock Lesnar cash in. A theme fit for a true hero, our lord and savior Brock. https://t.co/pgTIWB",starklordx added avengers theme brock lesnar cash theme fit true hero lord savior brock pgtiwb,94,1,1
193,2019-07-15 23:52:08,RT @nickusen: harry dean stanton smoking cigarettes in a snowflake scarf on the avengers red carpet was better than any marvel movie https:,nickusen harry dean stanton smoking cigarettes snowflake scarf avengers red carpet better marvel movie,102,1,1
194,2019-07-15 23:52:10,RT @kiwisparker: Petition for Scarlett Johansson to play gay Joe Russo in the next MCU saga seeing as she now hasn't got a living character,kiwisparker petition scarlett johansson play gay joe russo next mcu saga seeing got living character,100,1,1
195,2019-07-15 23:52:11,RT @uvwxy__z: if avengers was made in india https://t.co/D2Zz8iTa5H,uvwxy z avengers made india zz ita h,36,0,0
196,2019-07-15 23:52:12,"RT @Adamsayeni: Forty(40) 2019 Movies that you must see in the 2nd half of this year...
I've seen 26 out of the 40.
Let me know how many yo",adamsayeni fo movies must see nd half year seen let know many yo,64,1,0
197,2019-07-15 23:52:14,RT @widowwasp: straights say gay people try make everything gay but carol and thor interacted for 5 seconds in a trailer and suddenly they,widowwasp straights say gay people try make everything gay carol thor interacted se nds trailer suddenly,104,1,0
198,2019-07-15 23:52:14,RT @starkfuturism: RDJ should have trademarked that line that HE brought to the damn script. Also who event wants to meet the Russos honest,starkfuturism rdj trademarked line brought damn script also event wants meet russos honest,90,1,1
199,2019-07-15 23:52:15,"RT @ChaddyDaddy_19: This is why MCU Spidey is the best, hes been a Spidey that we arent used to seeing and now hes going to become the S",chaddydaddy mcu spidey best hes spidey arent used seeing hes going,66,1,1
200,2019-07-15 23:52:16,"je didnt want to be associate by tony stark/iron man, now.",je didnt want associate tony stark iron man,43,-1,-1
201,2019-07-15 23:52:16,"RT @ChaddyDaddy_19: This is why MCU Spidey is the best, hes been a Spidey that we arent used to seeing and now hes going to become the S",chaddydaddy mcu spidey best hes spidey arent used seeing hes going,66,1,1
202,2019-07-15 23:52:16,RT @petermjned: im so happy that ffh got the highest audience score but holy shit captain marvel deserves better there are a LOT of mcu fil,petermjned im happy ffh got highest audience holy shit captain marvel deserves better lot mcu fil,97,1,1
203,2019-07-15 23:52:17,@Avengers @Russo_Brothers 4 stops in CA but none in TX or NY wow thanks Marvel,avengers russo brothers stops ca none tx ny wow thanks marvel,61,1,0
204,2019-07-15 23:52:17,"RT @ManaByte: #Avengers will soon be the #1 grossing movie of all time.

#SpiderManFarFromHome will soon be the first Spider-Man movie to e",manabyte avengers soon grossing movie time spidermanfarfromhome soon first spider man movie e,93,1,-1
205,2019-07-15 23:52:18,It seems fitting that this is our 500th article since beginning the site in February 2018.,seems fitting th icle since beginning site february,51,1,0
206,2019-07-15 23:52:18,Fuck yall,fuck yall,9,-1,-1
207,2019-07-15 23:52:20,"RT @queenroman0ff: queen of mcu. that's all, that's the tweet. https://t.co/VxxpyzZc8c",queenroman ff queen mcu tweet vxxpyzzc c,40,0,1
208,2019-07-15 23:52:20,"RT @yourgirlrosaaa: From Gaby Martinez Murillo - Hi, I'd really appreciate it if you would share and donate to my GoFundMe campaign, Help T",yourgirlrosaaa gaby inez murillo hi really appreciate would share donate gofundme campaign help,95,1,1
